County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Shasta,Columbia Elementary,Columbia Elementary,Modernization,57/69948-00-001,,,473416.00,,,150024.50,,,107,54,,11,,EL,1008945.00,,237936.00,,,,,,,8/27/2003,Closed
Shasta,Columbia Elementary,Columbia Elementary,Modernization,57/69948-00-002,,,2564811.00,,,,,,518,,,3,,EL,2564811.00,,,,,,,,,4/28/2021,100% Completed
Shasta,Cottonwood Union Elementary,West Cottonwood Junior High,Modernization,57/69955-00-001,,,1008807.00,,,,,,170,185,,14,,MI,1008807.00,,,,,,,,,12/18/2002,Closed
Shasta,Cottonwood Union Elementary,East Cottonwood Grade,Modernization,57/69955-00-002,,,638370.00,,,,,,250,,,,,EL,638370.00,,,,,,,,,12/18/2002,Closed
Shasta,Enterprise Elementary,Lassen View Elementary,Modernization,57/69971-00-001,,,648011.20,,,,,,291,,,,,EL,648011.20,,,,,,,,,5/26/1999,Closed
Shasta,Enterprise Elementary,Parsons Junior High,Modernization,57/69971-00-002,,,912786.60,,,,,,,385,,,,MI,912786.60,,,,,,,,,6/23/1999,Closed
Shasta,Enterprise Elementary,Mistletoe Elementary,Modernization,57/69971-00-003,,,618448.00,,,,,,269,,,,,EL,618448.00,,,,,,,,,10/27/1999,Closed
Shasta,Enterprise Elementary,Alta Mesa Elementary,Modernization,57/69971-00-004,,,713524.00,,,,,,307,,,,,EL,713524.00,,,,,,,,,6/23/1999,Closed
Shasta,Enterprise Elementary,Shasta Meadows Elementary,Modernization,57/69971-00-005,,,276686.00,,,,,,75,,,8,,EL,553372.00,,,,,,,,,8/27/2003,Closed
Shasta,Fall River Joint Unified,Mountian View High (continuation),Modernization,57/69989-00-001,,,83298.00,,,,,,,2,9,2,,HI,83298.00,,,,,,,,,1/25/2006,Closed
Shasta,Fall River Joint Unified,Fall River Elementary,Modernization,57/69989-00-003,,,815128.00,,,,,,200,,,11,,EL,815128.00,,,,,,,,,1/24/2007,Closed
Shasta,Fall River Joint Unified,Burney Junior-senior High,Modernization,57/69989-00-005,,,1872267.00,,,,,,,129,238,24,,HI,1872267.00,,,,,,,,,1/24/2007,Closed
Shasta,Fall River Joint Unified,East Burney Elementary,Modernization,57/69989-00-006,,,1983815.00,,,,,,412,,,13,,EL,1983815.00,,,,,,,,,9/26/2007,Closed
Shasta,Fall River Joint Unified,Fall River Junior-senior High,Modernization,57/69989-00-008,,,1179526.00,,,,,,,44,88,12,,HI,1179526.00,,,,,,,,,2/27/2008,Closed
Shasta,Grant Elementary,Grant Elementary,Modernization,57/70003-00-001,,,623153.00,,,33945.00,,,102,21,,1,,EL,1182777.00,,701730.00,,,,,,,5/28/2008,Closed
Shasta,Grant Elementary,Grant Elementary,Modernization,57/70003-00-002,,,1608057.00,,,262390.00,,,148,114,,12,,EL,3429327.00,,2182014.00,,,,,,,6/27/2012,Closed
Shasta,Happy Valley Union Elementary,Happy Valley Elementary,Modernization,57/70011-00-001,,,1325627.00,,,,,,275,189,,,,EL,3976881.00,,,,,,,,,12/15/2005,Closed
Shasta,Happy Valley Union Elementary,Happy Valley Primary,Modernization,57/70011-00-002,,,753497.00,,,,,,238,,,,,EL,753497.00,,,,,,,,,7/27/2005,Closed
Shasta,"Igo, Ono, Platina Union Elementary",Igo-ono Elementary,Modernization,57/70029-00-001,,,469802.00,,,36650.00,,,50,54,,,,EL,936927.00,,582429.00,,,,,,,8/27/2003,Closed
Shasta,Junction Elementary,Junction Elementary,Modernization,57/70045-00-001,,,693649.00,,,,,,298,,,,,EL,1387298.00,,,,,,,,,3/24/1999,Closed
Shasta,Millville Elementary,Millville Elementary,Modernization,57/70052-00-002,,,528156.00,,,,,,111,50,,,,EL,896126.00,,78012.00,,,,,,,2/22/2006,Closed
Shasta,Millville Elementary,Millville Elementary,Modernization,57/70052-00-003,,,1323191.00,,,,,,85,20,,,,EL,817992.00,,505199.00,,,,,,,10/27/2021,70% Completed
Shasta,North Cow Creek Elementary,North Cow Creek Elementary,Modernization,57/70078-00-001,,,,,,460790.67,,,182,,,,,EL,281386.00,,179404.67,,,,,,,8/23/2023,Funds Released
Shasta,Pacheco Union Elementary,Pacheco Elementary,Modernization,57/70094-00-001,,,1545015.00,,,,,,319,243,,12,,EL,1545015.00,,,,,,,,,12/18/2002,Closed
Shasta,Pacheco Union Elementary,Prairie Elementary,Modernization,57/70094-00-002,,,494808.00,,,,,,200,,,,,EL,989616.00,,,,,,,,,2/23/2005,Closed
Shasta,Redding Elementary,Cedar Meadows/stellar Charter,Modernization,57/70110-00-001,,,797510.00,,,107539.00,,,350,,,,,EL,3620196.00,,,,,,,,,2/23/2011,Closed
Shasta,Redding Elementary,Cypress Elementary,Modernization,57/70110-00-002,,,349364.00,,,56808.00,,,115,,,5,,EL,1958050.00,,56810.00,,,,,,,4/25/2007,Closed
Shasta,Redding Elementary,Juniper Academy,Modernization,57/70110-00-003,,,556245.00,,,94680.00,,,200,,,,,EL,2603700.00,,650925.00,,,,,,,8/23/2000,Closed
Shasta,Redding Elementary,Manzanita Elementary,Modernization,57/70110-00-004,,,665947.00,,,142020.00,,,300,,,,,EL,3850494.90,,142020.00,,,,,,,7/25/2007,Closed
Shasta,Redding Elementary,Sycamore Elementary,Modernization,57/70110-00-005,,,569560.00,,,94680.00,,,200,,,,,EL,3188352.00,,790508.40,,,,,,,8/4/2004,Closed
Shasta,Redding Elementary,Sequoia Middle,Modernization,57/70110-00-006,,,274804.00,,,54086.00,,,,108,,,,MI,1259492.00,,43268.00,,,,,,,5/23/2007,Closed
Shasta,Redding Elementary,Manzanita Elementary,Modernization,57/70110-00-007,,,992010.00,,,,,,100,,,,,EL,992010.00,,,,,,,,,3/22/2023,Funds Released
Shasta,Shasta Union Elementary,Shasta Elementary,Modernization,57/70128-00-001,,,256962.00,,,,,,100,,,,,EL,513924.00,,,,,,,,,7/5/2000,Closed
Shasta,Shasta Union High,Shasta High,Modernization,57/70136-00-001,,,7115989.00,,,,,,,,1639,,,HI,16848693.00,,4499274.00,,,,,,,7/5/2000,Closed
Shasta,Shasta Union High,Enterprise High,Modernization,57/70136-00-002,,,6218381.00,,,,,,,,1431,,,HI,14735778.00,,3919365.00,,,,,,,7/5/2000,Closed
Shasta,Shasta Union High,Shasta Learning Center,Modernization,57/70136-00-003,,,646304.00,,,126336.00,,,139,24,74,,,HI,1494746.00,,50534.00,,,,,,,2/26/2003,Closed
Shasta,Shasta Union High,Pioneer Continuation High,Modernization,57/70136-04-001,,,1743909.00,,,,,,,,226,,,HI,1743909.00,,,,,,,,,5/22/2013,Closed
Siskiyou,Big Springs Union Elementary,Big Springs Elementary,Modernization,57/70185-00-001,,,202376.00,,,,,,75,,,,,EL,404752.00,,,,,,,,,7/5/2000,Closed
Siskiyou,Big Springs Union Elementary,Big Springs Elementary,Modernization,57/70185-00-002,,,1228049.50,,,,,,86,27,,,,EL,860694.00,,367355.50,,,,,,,10/26/2022,Funds Released
Siskiyou,Butteville Union Elementary,Butteville Elementary,Modernization,57/70201-00-001,,,283530.00,,,,,,63,24,,,,EL,567060.00,,,,,,,,,8/27/2003,Closed
Siskiyou,Dunsmuir Elementary,Dunsmuir Elementary,Modernization,57/70243-00-002,,,998199.00,,,,,,200,85,,,,EL,998199.00,,,,,,,,,12/18/2002,Closed
Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,Modernization,57/70250-00-001,,,1953392.00,,,170479.00,,,,,151,,,HI,2552140.00,,1695602.00,,,,,,,12/14/2011,Closed
Siskiyou,Mccloud Union Elementary,Mccloud Elementary,Modernization,57/70409-00-001,,,796906.00,,,,,,95,29,,17,,EL,613143.00,,183763.00,,,,,,,6/25/2008,Closed
Siskiyou,Montague Elementary,Montague Elementary,Modernization,57/70417-00-002,,,,,,267595.00,,,175,70,,3,,EL,233175.00,,34420.00,,,,,,,5/31/2023,Funds Released
Siskiyou,Mt. Shasta Union,Sisson Elementary,Modernization,57/70425-00-001,,,930912.00,,,,,,194,135,,,,MI,1861824.00,,,,,,,,,7/5/2000,Closed
Siskiyou,Siskiyou Union High,Happy Camp High,Modernization,57/70466-00-001,,,770940.00,,,,,,,,99,,,HI,770940.00,,,,,,,,,4/23/2008,Closed
Siskiyou,Siskiyou Union High,Weed High,Modernization,57/70466-00-002,,,724804.00,,,,,,,,135,,,HI,724804.00,,,,,,,,,5/28/2008,Closed
Siskiyou,Siskiyou Union High,Mt. Shasta High,Modernization,57/70466-00-003,,,706669.00,,,,,,,,135,,,HI,706669.00,,,,,,,,,5/28/2008,Closed
Siskiyou,Weed Union Elementary,Weed Elementary,Modernization,57/70482-00-001,,,1088567.00,,,,,,363,101,,,,EL,2177134.00,,,,,,,,,8/23/2000,Closed
Siskiyou,Yreka Union Elementary,Evergreen Lane Elementary,Modernization,57/70508-00-001,,,639091.00,,,,,,250,,,,,EL,1278182.00,,,,,,,,,7/5/2000,Closed
Siskiyou,Yreka Union Elementary,Jackson Street,Modernization,57/70508-00-002,,,486777.00,,,,,,,162,,,,MI,973554.00,,,,,,,,,7/5/2000,Closed
Siskiyou,Yreka Union High,Yreka High,Modernization,57/70516-00-002,,,1826209.00,,,,,,,,459,,,HI,1826209.00,,,,,,,,,8/27/2003,Closed
Siskiyou,Yreka Union High,Yreka High,Modernization,57/70516-00-003,,,831342.00,,,,,,,,101,,,HI,831342.00,,,,,,,,,10/28/2020,99% Completed
Solano,Benicia Unified,Benicia High,Modernization,57/70524-00-001,,,2256460.00,,,,,,,,594,,,HI,2256460.00,,,,,,,,,12/18/2002,Closed
Solano,Benicia Unified,Liberty High,Modernization,57/70524-00-002,,,284906.00,,,,,,,,75,,,HI,284906.00,,,,,,,,,12/18/2002,Closed
Solano,Benicia Unified,Semple (robert) Elementary,Modernization,57/70524-00-003,,,590271.00,,,,,,200,,,11,,EL,1180542.00,,,,,,,,,2/23/2005,Closed
Solano,Benicia Unified,Farmar (mary) Elementary,Modernization,57/70524-00-004,,,706918.00,,,,,,225,,,11,,EL,1413836.00,,,,,,,,,2/23/2005,Closed
Solano,Benicia Unified,Farmar (mary) Elementary,Modernization,57/70524-00-005,,,172373.00,,,,,,50,,,1,,EL,517119.00,,,,,,,,,2/23/2005,Closed
Solano,Benicia Unified,Benicia High,Modernization,57/70524-00-006,,,660657.00,,,,,,,,162,,,HI,1981971.00,,,,,,,,,2/23/2005,Closed
Solano,Benicia Unified,Benicia Middle,Modernization,57/70524-00-007,,,1393789.00,,,,,,,459,,,,MI,2787578.00,,,,,,,,,2/23/2005,Closed
Solano,Benicia Unified,Henderson (joe) Elementary,Modernization,57/70524-00-008,,,1659690.00,,,,,,425,,,,,EL,1659690.00,,,,,,,,,4/28/2010,Closed
Solano,Benicia Unified,Matthew Turner Elementary,Modernization,57/70524-00-009,,,562838.00,,,,,,50,,,25,,EL,562838.00,,,,,,,,,8/4/2010,Closed
Solano,Benicia Unified,Henderson (joe) Elementary,Modernization,57/70524-00-010,,,791207.00,,,,,,141,,,6,,EL,791207.00,,,,,,,,,10/27/2021,99% Completed
Solano,Benicia Unified,Benicia Middle,Modernization,57/70524-00-011,,,906706.00,,,,,,,162,,,,MI,906706.00,,,,,,,,,10/27/2021,99% Completed
Solano,Benicia Unified,Matthew Turner Elementary,Modernization,57/70524-00-012,,,808378.00,,,,,,155,,,1,,EL,808378.00,,,,,,,,,10/27/2021,99% Completed
Solano,Benicia Unified,Farmar (mary) Elementary,Modernization,57/70524-00-013,,,795084.00,,,,,,150,,,,,EL,795084.00,,,,,,,,,10/27/2021,99% Completed
Solano,Benicia Unified,Semple (robert) Elementary,Modernization,57/70524-00-014,,,795084.00,,,,,,150,,,,,EL,795084.00,,,,,,,,,10/27/2021,99% Completed
Solano,Benicia Unified,Benicia High,Modernization,57/70524-00-015,,,4110664.00,,,,,,,,513,26,,HI,4110664.00,,,,,,,,,10/27/2021,Funds Released
Solano,Benicia Unified,Benicia Middle,Modernization,57/70524-00-016,,,3918744.00,,,,,,,574,,,,MI,3918744.00,,,,,,,,,9/27/2023,Funds Released
Solano,Dixon Unified,Dixon High,Modernization,57/70532-00-001,,,2091261.60,,,,,,,,708,,,HI,2091261.60,,,,,,,,,4/28/1999,Closed
Solano,Dixon Unified,Silveyville Primary,Modernization,57/70532-00-002,,,1042627.80,,,,,,492,,,,,EL,1042627.80,,,,,,,,,4/28/1999,Closed
Solano,Dixon Unified,Anderson (linford L.) Elementary,Modernization,57/70532-00-003,,,1070078.60,,,,,,492,,,,,EL,1070078.60,,,,,,,,,4/28/1999,Closed
Solano,Dixon Unified,Jacobs (c.a.) Intermediate,Modernization,57/70532-00-004,,,1766526.00,,,,,,,459,,74,,MI,1766526.00,,,,,,,,,12/18/2002,Closed
Solano,Dixon Unified,Dixon High,Modernization,57/70532-00-005,,,3745422.00,,,,,,,,273,3,,HI,3745422.00,,,,,,,,,10/26/2022,Funds Released
Solano,Fairfield-suisun Unified,Blanc (amy) Elementary,Modernization,57/70540-00-001,,,1462262.00,,,,,,599,,,,,EL,2924524.00,,,,,,,,,7/5/2000,Closed
Solano,Fairfield-suisun Unified,Gordon (cleo) Elementary,Modernization,57/70540-00-002,,,1240947.00,,,,,,509,,,,,EL,2481894.00,,,,,,,,,7/5/2000,Closed
Solano,Fairfield-suisun Unified,Richardson (h. Glenn) Elementa,Modernization,57/70540-00-003,,,1365452.00,,,,,,559,,,,,EL,2730904.00,,,,,,,,,7/5/2000,Closed
Solano,Fairfield-suisun Unified,Sem Yeto Continuation High,Modernization,57/70540-00-005,,,1401950.00,,,,,,,,315,,,HI,2803900.00,,,,,,,,,8/27/2003,Closed
Solano,Fairfield-suisun Unified,Academy Continuation High,Modernization,57/70540-00-006,,,586412.00,,,,,,,,149,,,HI,586412.00,,,,,,,,,12/18/2002,Closed
Solano,Fairfield-suisun Unified,Armijo High,Modernization,57/70540-00-008,,,5287894.00,,,,,,,,1500,,,HI,5287894.00,,,,,,,,,12/18/2002,Closed
